real_id,nb_assigned_ids,nb_original_fp,ratio,max_chain
e99b3521-4e62-4230-b899-85c9dbed1921,2,3,1.500000,2
5ac34c91-a3b4-4a11-a940-a4babf02057f,12,15,1.250000,2
6703acf0-f2c1-4b80-a158-fbbe091d3948,8,11,1.375000,4
a3f79161-ce4f-4ec0-9c53-67b5d89375d4,1,1,1.000000,1
bb86048e-c4fd-4bc1-8fda-a4fb5b391a14,6,16,2.666667,4
d7969eaf-cd67-4ac5-b060-393d864f8525,7,14,2.000000,4
595525a1-8ff1-493d-bdef-74ecb74d182b,6,8,1.333333,2
8e7f3b7f-2631-4b94-a2ae-31e8f02f07cd,1,1,1.000000,1
f4f25187-82c7-4265-9bf9-71bc8ed1701f,10,15,1.500000,3
be62454c-9208-4099-9ed2-02aa2de09509,1,1,1.000000,1
b31c10f0-ddb3-4d3f-b6b1-6ac865523ec8,7,7,1.000000,1
30f64336-9100-4dbf-b67b-4a2096a38da9,8,13,1.625000,4
5e3d6bde-1451-4103-89a6-c67d81f63ed6,3,14,4.666667,12
8e72a8bd-ae9b-460b-9573-aba4b21efb12,10,16,1.600000,4
17b99863-8bfd-492d-8451-374fd7cde36c,5,13,2.600000,6
628a06f1-ca1e-4e6e-9b38-5e23da554b53,6,16,2.666667,6
15f3a523-0299-4249-8ccc-fee0b320040f,9,16,1.777778,5
8a0fe7de-deff-4ffa-acbf-192cb2d37b39,2,2,1.000000,1
f61809d2-a428-4a2c-81e4-461ea9908687,5,15,3.000000,5
68942969-0475-4a26-931b-d1d8043a659c,8,13,1.625000,4
1bc74fba-d84b-4bcc-9386-cb329e96d9e3,4,12,3.000000,6
c17f5405-360e-43d7-9b50-bccf6faf2207,9,16,1.777778,3
3080614b-46eb-4c0d-b1ff-b9dc13bbc44b,2,2,1.000000,1
d4be492d-c9ee-46a0-b1ab-076386b61b85,9,11,1.222222,2
1d39f953-a08e-494e-acf6-e594832b010a,6,16,2.666667,6
4f84b332-20fa-45e8-b9e0-e9fd0839492a,11,15,1.363636,3
efca79c2-0b12-4ce7-a28f-68ad9193990d,14,16,1.142857,3
c33e02f8-4665-4d6c-8781-4a5c991889da,7,10,1.428571,4
2657b615-04b0-4c11-8343-1245c9c07676,6,16,2.666667,6
5e1920ed-d676-4151-a8ff-1153e7b7561f,4,7,1.750000,4
68e7ae29-15ff-402c-adc1-76d5a932c984,7,15,2.142857,4
b34a8c1a-f43f-4635-9799-9891ed21239a,1,1,1.000000,1
142269c1-304f-434d-be4c-cbe566ba1379,7,15,2.142857,6
b8f4eb79-baaf-442b-ada2-5bcd5cf89df4,10,16,1.600000,3
8537fdf9-7619-499b-b288-a3cfa1ee546f,3,7,2.333333,4
2bef0281-b2d9-41ac-967c-45835e5ba8c0,14,16,1.142857,2
2c383b80-2256-4ece-81d4-c81290a10a14,9,12,1.333333,3
5e5bd954-ae5a-4f7d-a16b-85bc7f3203e5,7,16,2.285714,4
adf5227c-74ef-49bf-b9fc-2fb8cf302732,7,14,2.000000,3
4f2ed62c-2a18-4888-86c1-aa01ba21b64f,11,15,1.363636,2
8b10f12f-516a-44ee-9e79-134d040d1ef4,3,6,2.000000,4
be47e9a1-0600-40bc-8360-0fc2c99c4ca2,2,2,1.000000,1
21cbaff6-4d5f-4083-9edf-9523563b74ae,3,13,4.333333,10
4d49cfb2-841d-4a04-81cb-7d1b39a507b4,4,8,2.000000,4
49fcf025-22ca-4e4b-85b8-278b855e63b7,4,8,2.000000,4
0062535e-d9ab-4cb0-ae8f-79133b440129,11,16,1.454545,3
639303f6-00f5-4aec-a487-291f27972688,4,5,1.250000,2
b811ccd0-a9ef-40ef-8326-d8efbf85e50f,11,15,1.363636,2
bc19c32d-a271-4dd7-b5e6-62d36d1a3128,7,16,2.285714,5
105b0c95-40d4-43ed-9328-6cbeb200183c,6,14,2.333333,5
5f118823-51ee-47bb-859f-1316523af0ed,7,15,2.142857,6
71c102e5-a364-450a-b233-6c5e2976b9d1,4,9,2.250000,5
1f84d45e-8689-42bf-9ad5-0f9c8753fbde,4,11,2.750000,5
31fa27b8-6c4d-47b2-8566-b4af4d9ca9e8,9,16,1.777778,3
a2969fda-e1ea-4d11-8d21-b5fa826c0666,2,2,1.000000,1
8758fefb-3ed1-4d64-b75d-b9e3d628eef3,4,6,1.500000,3
c28aa37d-571e-4b43-bf01-aa14eeb765e7,8,15,1.875000,3
47bad423-2418-4435-83c8-08ba94003d14,5,10,2.000000,4
b63742da-5e1c-45af-90ad-17c4303b044e,3,7,2.333333,4
5f993501-e331-41f8-88ef-8789acff3d7f,5,13,2.600000,4
15c7af42-87ad-4bc8-92fa-52ae8f2040fa,3,6,2.000000,4
7e2037cd-4943-4935-a393-43fc5c390c87,4,10,2.500000,5
36027d15-9fa5-4ada-bf4b-ed5b5daa5587,6,11,1.833333,4
340b7157-11e5-4463-a088-59ca98df39cd,6,14,2.333333,6
7df7a9b0-729a-40ef-9403-c28f90d19453,5,13,2.600000,5
0feedf09-ee01-43ea-9489-1b58a00ba227,5,14,2.800000,5
5771f07a-575e-4004-a3a5-db3ee44bb1b0,8,12,1.500000,3
ecd9aab5-ddc6-4cf9-97f2-03e3018e6076,3,3,1.000000,1
5f93621b-e9a9-451b-8d30-165dae1653c2,3,7,2.333333,5
935eb020-a824-4cdc-9442-727a6d9e019e,6,14,2.333333,5
24aa014e-055c-4925-85de-d3541e3d0bef,1,1,1.000000,1
39107c52-98c9-4a75-b505-271294fac465,15,16,1.066667,2
ad30762b-ff39-441d-a0f7-d388fcb65c5d,3,5,1.666667,2
75f1c4e9-4841-4159-a021-44ff5c150d37,1,1,1.000000,1
6c1f708c-f3e9-4d9e-a0ae-311ba42c139a,8,12,1.500000,3
10c196fc-2c76-4e4b-b628-4472949c39c3,10,16,1.600000,3
7413fd0f-0de7-4b60-b466-60b0bdd9a9c9,6,14,2.333333,6
907af844-581a-4044-8ddb-8bcc91df32f9,9,15,1.666667,3
a1e159d8-57d0-47b8-9d45-24df63d3595a,3,6,2.000000,4
039c70da-6930-47d6-bdfd-f1d429ade760,7,12,1.714286,4
f812d842-42ac-4a21-8073-f483c059ca2d,5,13,2.600000,4
34f99a24-a6bb-4995-b47c-e02f1c26a820,3,5,1.666667,3
a1a87013-2cc1-4ab5-a85b-9fd21ffffe4b,8,14,1.750000,4
b598bd23-8da8-4ecf-8ed7-f22321137698,3,8,2.666667,6
78d36156-f985-41f2-b808-8ffa7a87f4b9,5,11,2.200000,4
2f38656b-76d5-4b46-a81d-c90b96495673,10,15,1.500000,3
48a3cfba-dcdc-4833-886c-5cc284e12343,7,15,2.142857,6
618b27ad-6280-4709-8245-2f34c8e13f53,5,13,2.600000,5
028b8603-30a8-498d-97ee-f8a764ed1d88,2,2,1.000000,1
15d97e16-a8bd-47fc-90d0-a7b1505efd0b,4,7,1.750000,3
6691497e-e3b6-4698-a5e3-35f282f0eb8d,5,9,1.800000,3
faede4bf-624b-414f-8bff-7f3bbfc74f7b,9,14,1.555556,3
f6f0f4cc-1446-4e9b-8217-0e87c459d01d,6,7,1.166667,2
5d6b65a6-6a87-4085-900c-575ab429c359,10,13,1.300000,2
06b6d1b3-dda3-4743-96f5-a45079ab6996,1,1,1.000000,1
8d7e30ed-2eb2-48c9-ad99-3d0e8cf03e99,7,11,1.571429,3
c7b87666-56b8-4851-ad87-0ba40803d992,4,9,2.250000,3
a4b7e876-b24c-4888-85f9-62bcb8a9d776,5,7,1.400000,3
475f6ef0-4e4c-4fdc-b24f-529a349d521e,6,12,2.000000,4
a570d9cd-f8c7-4a04-acd2-701cc226b960,3,10,3.333333,6
b319c8c3-de7b-45c2-ba51-91927dd27b3b,2,7,3.500000,6
2f843830-e489-45c6-a140-48ef168f7d3e,8,12,1.500000,3
941cbc5b-b82c-4e79-98d7-87808e8819b9,6,13,2.166667,4
fff9db58-c20e-4f2c-b07d-9937b70a1273,3,13,4.333333,10
b00c8ba4-8b50-4d81-a08e-fee649ef9423,3,7,2.333333,4
2847c646-a1c3-45b5-815f-46681e3db9c1,8,13,1.625000,3
